C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\center_2024_04_25_18_36_55_401.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\left_2024_04_25_18_36_55_401.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\right_2024_04_25_18_36_55_401.jpg, 0, 0, 0, 7.99179E-05
C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\center_2024_04_25_18_36_55_502.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\left_2024_04_25_18_36_55_502.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\right_2024_04_25_18_36_55_502.jpg, 0, 0, 0, 8.180379E-05
C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\center_2024_04_25_18_36_55_604.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\left_2024_04_25_18_36_55_604.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\right_2024_04_25_18_36_55_604.jpg, 0, 0, 0, 7.80225E-05
C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\center_2024_04_25_18_36_55_706.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\left_2024_04_25_18_36_55_706.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\right_2024_04_25_18_36_55_706.jpg, 0, 0, 0, 7.807829E-05
C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\center_2024_04_25_18_36_55_807.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\left_2024_04_25_18_36_55_807.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\right_2024_04_25_18_36_55_807.jpg, 0, 0, 0, 7.796197E-05
C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\center_2024_04_25_18_36_55_908.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\left_2024_04_25_18_36_55_908.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\right_2024_04_25_18_36_55_908.jpg, 0, 0, 0, 7.812299E-05
C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\center_2024_04_25_18_36_56_010.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\left_2024_04_25_18_36_56_010.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\right_2024_04_25_18_36_56_010.jpg, 0, 0, 0, 7.822969E-05
C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\center_2024_04_25_18_36_56_109.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\left_2024_04_25_18_36_56_109.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\right_2024_04_25_18_36_56_109.jpg, 0, 0, 0, 7.828634E-05
C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\center_2024_04_25_18_36_56_211.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\left_2024_04_25_18_36_56_211.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\right_2024_04_25_18_36_56_211.jpg, 0, 0, 0, 7.899515E-05
C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\center_2024_04_25_18_36_56_312.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\left_2024_04_25_18_36_56_312.jpg, C:\Users\uids4429\Pre-Int_Scripts\Innovative idea for AI\Self Drive\simulator-windows-64\Data\IMG\right_2024_04_25_18_36_56_312.jpg, 0, 0, 0, 7.828027E-05
